일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
2021-04-05,KAU20,"16,750",-750,-4.29,"17,400","17,400","16,700","101,700","1,724,120,000","16,953"
2021-04-02,KAU20,"17,500",-500,-2.78,"17,500","17,900","17,000","77,200","1,338,185,000","17,334"
2021-04-01,KAU20,"18,000",-100,-0.55,"18,000","18,700","18,000","13,200","244,600,000","18,530"
2021-03-31,KAU20,"18,100",-250,-1.36,"18,500","18,500","17,900","29,825","541,193,500","18,146"
2021-03-30,KAU20,"18,350",-550,-2.91,"18,650","18,650","18,350","52,500","970,760,000","18,491"
2021-03-29,KAU20,"18,900",-50,-0.26,"18,950","18,950","18,900","80,800","1,530,210,000","18,938"
2021-03-26,KAU20,"18,950",50,0.26,"18,900","18,950","18,800","70,501","1,331,213,850","18,882"
2021-03-25,KAU20,"18,900",0,0,"18,900","18,900","18,800","49,500","934,075,000","18,870"
2021-03-24,KAU20,"18,900",200,1.07,"18,750","19,100","18,700","57,288","1,085,462,000","18,947"
2021-03-23,KAU20,"18,700",200,1.08,"18,400","18,950","18,400","68,088","1,264,501,500","18,572"
2021-03-22,KAU20,"18,500",200,1.09,"18,500","18,600","18,400","34,103","630,860,550","18,499"
2021-03-19,KAU20,"18,300",-100,-0.54,"18,400","18,450","18,100","35,001","641,448,250","18,327"
2021-03-18,KAU20,"18,400",400,2.22,"17,900","18,500","17,900","4,751","86,003,500","18,102"
2021-03-17,KAU20,"18,000",200,1.12,"17,500","18,000","17,500","26,121","468,202,500","17,924"
2021-03-16,KAU20,"17,800",-200,-1.11,"17,900","18,000","17,800","54,669","977,625,100","17,883"
2021-03-15,KAU20,"18,000",-500,-2.7,"18,500","18,500","18,000","45,682","840,779,900","18,405"
2021-03-12,KAU20,"18,500",-400,-2.12,"18,800","18,800","18,500","36,900","688,160,000","18,649"
2021-03-11,KAU20,"18,900",0,0,"18,900","18,900","18,850","24,731","466,965,900","18,882"
2021-03-10,KAU20,"18,900",0,0,"18,900","18,950","18,900","32,500","614,976,550","18,922"
2021-03-09,KAU20,"18,900",0,0,"18,900","18,900","18,850","28,200","532,850,000","18,895"
2021-03-08,KAU20,"18,900",0,0,"18,900","18,900","18,850","13,600","256,965,000","18,894"
2021-03-05,KAU20,"18,900",500,2.72,"18,500","18,900","18,500","20,285","379,536,500","18,710"
2021-03-04,KAU20,"18,400",0,0,"18,200","18,450","18,200","14,100","259,890,000","18,432"
2021-03-03,KAU20,"18,400",400,2.22,"18,500","18,500","18,300","10,700","197,430,000","18,451"
2021-03-02,KAU20,"18,000",-950,-5.01,"18,800","18,800","18,000","3,000","54,900,000","18,300"
2021-02-26,KAU20,"18,950",0,0,"18,950","18,950","18,900","30,271","572,696,900","18,919"
2021-02-25,KAU20,"18,950",-50,-0.26,"19,000","19,000","18,950","36,729","696,464,550","18,962"
2021-02-24,KAU20,"19,000",0,0,"19,000","19,050","19,000","33,826","642,946,300","19,007"
2021-02-23,KAU20,"19,000",0,0,"19,000","19,000","19,000","17,462","331,778,000","19,000"
2021-02-22,KAU20,"19,000",0,0,"19,000","19,000","18,950","6,700","127,225,000","18,989"
2021-02-19,KAU20,"19,000",100,0.53,"19,000","19,000","18,950","18,500","351,425,000","18,996"
2021-02-18,KAU20,"18,900",-100,-0.53,"19,000","19,000","18,900","26,500","503,350,000","18,994"
2021-02-17,KAU20,"19,000",0,0,"19,000","19,100","19,000","20,500","390,300,000","19,039"
2021-02-16,KAU20,"19,000",-100,-0.52,"19,100","19,100","19,000","32,700","623,000,000","19,052"
2021-02-15,KAU20,"19,100",0,0,"19,100","19,100","19,000","48,565","926,091,500","19,069"
2021-02-10,KAU20,"19,100",100,0.53,"19,000","19,100","19,000","2,500","47,550,000","19,020"
2021-02-09,KAU20,"19,000",-100,-0.52,"19,000","19,100","19,000","25,462","484,778,000","19,039"
2021-02-08,KAU20,"19,100",100,0.53,"19,300","19,900","19,100","17,038","331,233,400","19,441"
2021-02-05,KAU20,"19,000",-100,-0.52,"19,000","19,100","19,000","23,700","450,320,000","19,001"
2021-02-04,KAU20,"19,100",100,0.53,"19,000","19,150","19,000","41,500","790,300,000","19,043"
2021-02-03,KAU20,"19,000",100,0.53,"18,900","19,000","18,800","17,000","321,100,000","18,888"
2021-02-02,KAU20,"18,900",-100,-0.53,"18,600","19,300","18,600","18,700","353,680,000","18,913"
2021-02-01,KAU20,"19,000",-400,-2.06,"18,900","19,000","18,900","2,700","51,150,000","18,944"
2021-01-29,KAU20,"19,400",-700,-3.48,"19,500","19,500","19,100","11,000","213,792,800","19,436"
2021-01-28,KAU20,"20,100",100,0.5,"20,000","20,100","20,000","41,985","840,188,500","20,012"
2021-01-27,KAU20,"20,000",-800,-3.85,"20,300","20,500","20,000","46,200","930,650,000","20,144"
2021-01-26,KAU20,"20,800",-1000,-4.59,"21,000","21,100","20,800","32,366","677,708,400","20,939"
2021-01-25,KAU20,"21,800",800,3.81,"21,000","21,800","21,000","10,705","230,459,000","21,528"
2021-01-22,KAU20,"21,000",100,0.48,"21,500","22,950","20,900","17,480","379,261,000","21,697"
2021-01-21,KAU20,"20,900",1900,10,"19,000","20,900","19,000","34,746","671,897,600","19,337"
2021-01-20,KAU20,"19,000",900,4.97,"18,200","19,000","18,200","23,500","435,460,000","18,530"
2021-01-19,KAU20,"18,100",100,0.56,"18,000","18,100","18,000","23,154","417,787,400","18,044"
2021-01-18,KAU20,"18,000",1400,8.43,"16,100","18,000","16,100","19,200","333,500,000","17,370"
2021-01-15,KAU20,"16,600",600,3.75,"15,500","16,600","15,500","13,200","205,420,000","15,562"
2021-01-14,KAU20,"16,000",-1100,-6.43,"17,100","17,100","15,600","44,100","725,460,000","16,450"
2021-01-13,KAU20,"17,100",-1800,-9.52,"18,000","18,000","17,050","88,502","1,522,417,350","17,202"
2021-01-12,KAU20,"18,900",-600,-3.08,"19,000","19,000","18,900","26,844","509,251,600","18,971"
2021-01-11,KAU20,"19,500",-300,-1.52,"18,900","19,500","18,900","9,500","184,350,000","19,405"
2021-01-08,KAU20,"19,800",-1200,-5.71,"20,900","20,900","19,800","27,500","570,200,000","20,735"
2021-01-07,KAU20,"21,000",-1500,-6.67,"21,500","21,500","21,000","7,724","165,504,000","21,427"
2021-01-06,KAU20,"22,500",-500,-2.17,"22,500","23,000","22,500","8,800","199,150,000","22,631"
2021-01-05,KAU20,"23,000",0,0,"23,000","23,000","23,000","2,000","46,000,000","23,000"
2021-01-04,KAU20,"23,000",0,0,"23,000","23,000","23,000","12,000","276,000,000","23,000"
2020-12-30,KAU20,"23,000",-1500,-6.12,"24,000","25,000","23,000","22,808","548,687,800","24,057"
2020-12-29,KAU20,"24,500",-2500,-9.26,"24,500","25,000","24,300","166,060","4,205,960,000","25,328"
2020-12-28,KAU20,"27,000",-500,-1.82,"27,500","27,500","27,000","228,980","5,846,835,000","25,534"
2020-12-24,KAU20,"27,500",0,0,"26,000","27,500","26,000","15,600","420,500,000","26,955"
2020-12-23,KAU20,"27,500",-500,-1.79,"27,500","27,500","27,500","5,600","154,000,000","27,500"
2020-12-22,KAU20,"28,000",550,2,"27,450","28,000","27,450","1,600","43,975,000","27,484"
2020-12-21,KAU20,"27,450",-3050,-10,"28,000","29,500","27,450","16,700","464,545,000","27,817"
2020-12-18,KAU20,"30,500",0,0,"30,500","31,000","30,500","6,935","213,585,000","30,798"
2020-12-17,KAU20,"30,500",2500,8.93,"28,000","30,500","28,000","17,612","518,366,000","29,433"
2020-12-16,KAU20,"28,000",500,1.82,"25,750","30,000","25,750","11,278","322,034,000","28,554"
2020-12-15,KAU20,"27,500",2500,10,"26,000","27,500","26,000","37,800","1,015,500,000","26,865"
2020-12-14,KAU20,"25,000",1000,4.17,"24,600","25,000","24,600","4,500","111,100,000","24,689"
2020-12-11,KAU20,"24,000",600,2.56,"23,600","24,300","23,600","15,000","359,950,000","23,997"
2020-12-10,KAU20,"23,400",0,0,"23,400","23,400","23,400","7,500","175,500,000","23,400"
2020-12-09,KAU20,"23,400",300,1.3,"23,100","23,400","23,100","10,500","243,550,000","23,195"
2020-12-08,KAU20,"23,100",200,0.87,"22,950","23,100","22,950","15,200","349,650,000","23,003"
2020-12-07,KAU20,"22,900",0,0,"22,900","22,900","22,900","13,300","304,570,000","22,900"
2020-12-04,KAU20,"22,900",200,0.88,"22,700","22,900","22,700","18,500","421,225,000","22,769"
2020-12-03,KAU20,"22,700",0,0,"22,700","22,700","22,700","14,176","321,795,200","22,700"
2020-12-02,KAU20,"22,700",0,0,"22,700","22,700","22,700","6,000","136,200,000","22,700"
2020-12-01,KAU20,"22,700",0,0,"22,700","22,700","22,700","3,824","86,804,800","22,700"
2020-11-30,KAU20,"22,700",100,0.44,"22,700","23,000","22,700","216,500","4,824,952,400","22,286"
2020-11-27,KAU20,"22,600",100,0.44,"22,500","22,600","22,500","25,500","574,800,000","22,541"
2020-11-26,KAU20,"22,500",0,0,"22,400","22,500","22,400","11,500","258,100,000","22,443"
2020-11-25,KAU20,"22,500",100,0.45,"22,350","22,500","22,350","36,400","814,565,000","22,378"
2020-11-24,KAU20,"22,400",50,0.22,"22,350","22,400","22,350","35,000","783,850,000","22,396"
2020-11-23,KAU20,"22,350",0,0,"22,350","22,350","22,350","27,000","603,450,000","22,350"
2020-11-20,KAU20,"22,350",50,0.22,"22,300","22,400","22,300","15,500","346,200,000","22,335"
2020-11-19,KAU20,"22,300",50,0.22,"22,300","22,300","22,300","24,000","535,200,000","22,300"
2020-11-18,KAU20,"22,250",50,0.23,"22,200","22,250","22,150","22,500","499,375,000","22,194"
2020-11-17,KAU20,"22,200",50,0.23,"22,200","22,200","22,200","23,000","510,600,000","22,200"
2020-11-16,KAU20,"22,150",-50,-0.23,"22,150","22,150","22,150","2,000","44,300,000","22,150"
2020-11-13,KAU20,"22,200",0,0,"22,200","22,200","22,200","14,000","310,800,000","22,200"
2020-11-12,KAU20,"22,200",0,0,"22,200","22,200","21,650","32,000","705,950,000","22,061"
2020-11-11,KAU20,"22,200",0,0,"22,200","22,200","22,150","37,500","831,500,000","22,173"
2020-11-10,KAU20,"22,200",0,0,"22,200","22,300","22,200","60,006","1,333,158,200","22,217"
2020-11-09,KAU20,"22,200",-50,-0.22,"22,050","22,200","22,050","35,469","783,711,800","22,096"
2020-11-06,KAU20,"22,250",-50,-0.22,0,0,0,0,0,0
2020-11-05,KAU20,"22,300",-200,-0.89,"22,300","22,300","22,150","46,500","1,032,350,000","22,201"
2020-11-04,KAU20,"22,500",0,0,"22,500","22,500","22,500","1,500","33,750,000","22,500"
2020-11-03,KAU20,"22,500",650,2.97,"21,850","22,500","21,850","9,500","210,275,000","22,134"
2020-11-02,KAU20,"21,850",-2200,-9.15,"21,850","21,850","21,850","1,500","32,775,000","21,850"
2020-10-30,KAU20,"24,050",50,0.21,"24,100","24,500","24,050","49,728","1,203,742,600","24,207"
2020-10-29,KAU20,"24,000",-300,-1.23,"24,000","24,000","24,000","48,000","1,152,000,000","24,000"
2020-10-28,KAU20,"24,300",-500,-2.02,"25,000","25,000","24,300","30,500","750,500,000","24,607"
2020-10-27,KAU20,"24,800",-100,-0.4,"25,100","25,100","24,800","64,004","1,592,125,400","24,875"
2020-10-26,KAU20,"24,900",100,0.4,"24,850","24,900","24,800","117,200","2,888,080,000","24,642"
2020-10-23,KAU20,"24,800",300,1.22,"25,000","25,000","24,800","35,000","873,400,000","24,954"
2020-10-22,KAU20,"24,500",-500,-2,"25,000","25,000","24,500","18,000","448,300,000","24,906"
2020-10-21,KAU20,"25,000",0,0,"25,000","25,100","25,000","14,500","362,800,000","25,021"
2020-10-20,KAU20,"25,000",500,2.04,"24,500","25,000","24,500","19,000","470,600,000","24,768"
2020-10-19,KAU20,"24,500",400,1.66,"24,500","24,500","24,100","93,500","2,262,625,000","24,199"
2020-10-16,KAU20,"24,100",550,2.34,"24,000","24,300","24,000","55,000","1,322,400,000","24,044"
2020-10-15,KAU20,"23,550",-150,-0.63,"23,000","23,800","23,000","35,500","825,375,000","23,250"
2020-10-14,KAU20,"23,700",300,1.28,"23,650","23,700","23,650","17,000","402,200,000","23,659"
2020-10-13,KAU20,"23,400",250,1.08,"23,200","23,400","23,200","7,000","162,900,000","23,271"
2020-10-12,KAU20,"23,150",150,0.65,"23,000","23,150","23,000","7,000","161,500,000","23,071"
2020-10-08,KAU20,"23,000",200,0.88,"22,900","23,000","22,900","5,000","114,550,000","22,910"
2020-10-07,KAU20,"22,800",250,1.11,"22,600","22,800","22,600","10,500","238,400,000","22,705"
2020-10-06,KAU20,"22,550",350,1.58,"22,300","22,550","22,300","7,000","156,750,000","22,393"
2020-10-05,KAU20,"22,200",-100,-0.45,"22,300","22,300","22,200","4,500","100,200,000","22,267"
2020-09-29,KAU20,"22,300",-450,-1.98,"22,700","22,750","22,300","33,023","748,555,750","22,668"
2020-09-28,KAU20,"22,750",150,0.66,"22,650","22,750","22,650","33,000","748,550,000","22,683"
2020-09-25,KAU20,"22,600",50,0.22,"22,600","22,700","22,600","22,500","509,000,000","22,622"
2020-09-24,KAU20,"22,550",50,0.22,"23,000","23,000","22,500","45,000","1,020,506,000","22,678"
2020-09-23,KAU20,"22,500",650,2.97,"22,000","22,500","22,000","33,000","732,900,000","22,209"
2020-09-22,KAU20,"21,850",250,1.16,"21,600","21,850","21,600","19,979","433,791,150","21,712"
2020-09-21,KAU20,"21,600",-100,-0.46,"21,700","21,700","21,600","11,000","238,400,000","21,673"
2020-09-18,KAU20,"21,700",200,0.93,"21,500","21,700","21,500","15,500","334,575,000","21,585"
2020-09-17,KAU20,"21,500",100,0.47,"21,400","21,500","21,400","32,764","702,605,600","21,444"
2020-09-16,KAU20,"21,400",100,0.47,"21,300","21,400","21,300","20,500","437,775,000","21,355"
2020-09-15,KAU20,"21,300",0,0,"21,300","21,350","21,300","46,736","995,726,800","21,305"
2020-09-14,KAU20,"21,300",-50,-0.23,"21,350","21,350","21,300","29,000","619,050,000","21,347"
2020-09-11,KAU20,"21,350",0,0,"21,350","21,350","21,350","20,650","440,877,500","21,350"
2020-09-10,KAU20,"21,350",0,0,"21,400","21,400","21,200","6,600","140,710,000","21,320"
2020-09-09,KAU20,"21,350",50,0.23,"21,250","21,350","21,250","8,100","172,415,000","21,286"
2020-09-08,KAU20,"21,300",100,0.47,"21,200","21,300","21,200","335,000","7,029,000,000","20,982"
2020-09-07,KAU20,"21,200",0,0,"21,200","21,300","21,200","5,500","116,750,000","21,227"
2020-09-04,KAU20,"21,200",400,1.92,"21,000","21,300","21,000","35,791","752,148,300","21,015"
2020-09-03,KAU20,"20,800",0,0,"20,800","20,800","20,500","23,500","488,350,000","20,781"
2020-09-02,KAU20,"20,800",1200,6.12,"20,500","20,800","20,500","10,500","217,350,000","20,700"
2020-09-01,KAU20,"19,600",-1800,-8.41,"21,000","21,000","19,600","402,500","8,410,480,000","20,896"
2020-08-31,KAU20,"21,400",-150,-0.7,"21,700","21,700","20,000","19,730","413,712,000","20,969"
2020-08-28,KAU20,"21,550",100,0.47,"21,900","21,900","21,550","13,680","296,581,400","21,680"
2020-08-27,KAU20,"21,450",450,2.14,"21,500","21,500","21,450","20,800","447,100,000","21,495"
2020-08-26,KAU20,"21,000",200,0.96,"20,800","21,000","20,800","20,120","420,978,000","20,923"
2020-08-25,KAU20,"20,800",-200,-0.95,"21,000","21,000","20,500","26,000","540,700,000","20,796"
2020-08-24,KAU20,"21,000",0,0,"21,000","21,000","21,000","83,500","1,753,500,000","21,000"
2020-08-21,KAU20,"21,000",1450,7.42,"21,500","21,500","21,000","1,001","21,021,500","21,000"
2020-08-20,KAU20,"19,550",1750,9.83,"18,100","19,550","18,100","10,150","189,640,000","18,684"
2020-08-19,KAU20,"17,800",0,0,0,0,0,0,0,0
2020-08-18,KAU20,"20,000",0,0,0,0,0,0,0,0
2020-08-14,KAU20,"20,000",-1000,-4.76,"20,000","20,000","20,000","1,000","20,000,000","20,000"
2020-08-13,KAU20,"21,000",0,0,"21,000","21,000","21,000","54,700","1,148,700,000","21,000"
2020-08-12,KAU20,"21,000",-100,-0.47,"21,050","21,050","21,000","46,776","983,284,800","21,021"
2020-08-11,KAU20,"21,100",0,0,"21,100","21,100","21,100","5,500","116,050,000","21,100"
2020-08-10,KAU20,"21,100",50,0.24,"21,100","21,100","21,100","6,709","141,559,900","21,100"
2020-08-07,KAU20,"21,050",50,0.24,"21,000","21,050","21,000","23,000","483,500,000","21,022"
2020-08-06,KAU20,"21,000",50,0.24,"20,950","21,000","20,950","32,500","681,250,000","20,962"
2020-08-05,KAU20,"20,950",50,0.24,"20,950","21,000","20,950","25,000","524,000,000","20,960"
2020-08-04,KAU20,"20,900",-2100,-9.13,"20,900","20,900","20,900",52,"1,086,800","20,900"
2020-08-03,KAU20,"23,000",1750,8.24,"23,000","23,000","23,000","5,000","115,000,000","23,000"
2020-07-31,KAU20,"21,250",-2350,-9.96,"21,250","21,250","21,250",100,"2,125,000","21,250"
2020-07-30,KAU20,"23,600",100,0.43,"23,500","23,600","23,500","14,000","304,300,000","21,736"
2020-07-29,KAU20,"23,500",200,0.86,"23,300","23,500","23,300","7,500","175,850,000","23,447"
2020-07-28,KAU20,"23,300",300,1.3,"23,000","23,300","23,000","3,000","69,600,000","23,200"
2020-07-27,KAU20,"23,000",350,1.55,"22,800","23,000","22,800","6,400","146,820,000","22,941"
2020-07-24,KAU20,"22,650",-150,-0.66,"23,000","23,000","22,650","16,500","376,350,000","22,809"
2020-07-23,KAU20,"22,800",-200,-0.87,"22,800","22,800","22,800","8,500","193,800,000","22,800"
2020-07-22,KAU20,"23,000",-200,-0.86,"23,000","23,000","23,000","5,000","115,000,000","23,000"
2020-07-21,KAU20,"23,200",400,1.75,"23,200","23,200","23,200","26,000","603,200,000","23,200"
2020-07-20,KAU20,"22,800",0,0,0,0,0,0,0,0
2020-07-17,KAU20,"22,800",400,1.79,0,0,0,"10,000","238,000,000","23,800"
2020-07-16,KAU20,"22,400",0,0,0,0,0,0,0,0
2020-07-15,KAU20,"22,400",0,0,0,0,0,0,0,0
2020-07-14,KAU20,"22,400",0,0,0,0,0,0,0,0
2020-07-13,KAU20,"22,400",-1700,-7.05,0,0,0,0,0,0
2020-07-10,KAU20,"24,100",-2650,-9.91,"24,200","24,200","24,100","31,351","756,559,100","24,132"
