일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
2016-06-30,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-29,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-28,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-27,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-24,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-23,KAU15,"17,000",200,1.19,"17,000","17,000","17,000","11,072","188,224,000","17,000"
2016-06-22,KAU15,"16,800",-200,-1.18,0,0,0,0,0,0
2016-06-21,KAU15,"17,000",0,0,0,0,0,"4,650","79,050,000","17,000"
2016-06-20,KAU15,"17,000",-50,-0.29,"18,000","18,000","17,000","7,976","138,568,000","17,373"
2016-06-17,KAU15,"17,050",50,0.29,0,0,0,0,0,0
2016-06-16,KAU15,"17,000",0,0,"17,000","17,000","17,000","5,367","91,239,000","17,000"
2016-06-15,KAU15,"17,000",0,0,0,0,0,0,0,0
2016-06-14,KAU15,"17,000",400,2.41,0,0,0,0,0,0
2016-06-13,KAU15,"16,600",0,0,"16,600","16,600","16,600","6,193","102,803,800","16,600"
2016-06-10,KAU15,"16,600",-100,-0.6,"16,700","16,800","16,600","131,000","2,187,242,700","16,697"
2016-06-09,KAU15,"16,700",-900,-5.11,"17,400","17,400","16,700","258,741","4,454,727,600","17,217"
2016-06-08,KAU15,"17,600",-300,-1.68,"17,900","17,900","17,500","81,586","1,449,318,500","17,764"
2016-06-07,KAU15,"17,900",-500,-2.72,"18,400","18,400","17,900","318,663","5,742,199,200","18,020"
2016-06-03,KAU15,"18,400",0,0,"18,250","18,700","18,200","65,221","1,138,772,700","17,460"
2016-06-02,KAU15,"18,400",-100,-0.54,"18,800","18,800","18,400","121,382","1,995,253,800","16,438"
2016-06-01,KAU15,"18,500",0,0,0,0,0,"137,155","2,221,911,000","16,200"
2016-05-31,KAU15,"18,500",0,0,0,0,0,0,0,0
2016-05-30,KAU15,"18,500",-450,-2.37,"19,000","19,000","18,500","15,000","282,500,000","18,833"
2016-05-27,KAU15,"18,950",-2050,-9.76,"19,500","19,500","18,950","15,838","300,747,000","18,989"
2016-05-26,KAU15,"21,000",0,0,0,0,0,0,0,0
2016-05-25,KAU15,"21,000",0,0,0,0,0,0,0,0
2016-05-24,KAU15,"21,000",0,0,0,0,0,0,0,0
2016-05-23,KAU15,"21,000",0,0,"21,000","21,000","21,000","5,000","105,000,000","21,000"
2016-05-20,KAU15,"21,000",0,0,"21,000","21,000","21,000",600,"12,600,000","21,000"
2016-05-19,KAU15,"21,000",1600,8.25,"21,000","21,000","21,000","2,000","42,000,000","21,000"
2016-05-18,KAU15,"19,400",100,0.52,0,0,0,0,0,0
2016-05-17,KAU15,"19,300",0,0,0,0,0,0,0,0
2016-05-16,KAU15,"19,300",0,0,0,0,0,0,0,0
2016-05-13,KAU15,"19,300",0,0,0,0,0,0,0,0
2016-05-12,KAU15,"19,300",0,0,0,0,0,0,0,0
2016-05-11,KAU15,"19,300",100,0.52,0,0,0,0,0,0
2016-05-10,KAU15,"19,200",0,0,0,0,0,0,0,0
2016-05-09,KAU15,"19,200",0,0,0,0,0,0,0,0
2016-05-04,KAU15,"19,200",0,0,0,0,0,0,0,0
2016-05-03,KAU15,"19,200",100,0.52,0,0,0,0,0,0
2016-05-02,KAU15,"19,100",100,0.53,0,0,0,0,0,0
2016-04-29,KAU15,"19,000",0,0,0,0,0,0,0,0
2016-04-28,KAU15,"19,000",550,2.98,0,0,0,0,0,0
2016-04-27,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-26,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-25,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-22,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-21,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-20,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-19,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-18,KAU15,"18,450",0,0,"18,450","18,450","18,450","52,300","964,935,000","18,450"
2016-04-15,KAU15,"18,450",0,0,"18,450","18,450","18,450","25,500","470,475,000","18,450"
2016-04-14,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-12,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-11,KAU15,"18,450",0,0,0,0,0,"10,000","185,000,000","18,500"
2016-04-08,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-07,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-06,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-05,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-04,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-04-01,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-31,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-30,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-29,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-28,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-25,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-24,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-23,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-22,KAU15,"18,450",0,0,0,0,0,0,0,0
2016-03-21,KAU15,"18,450",0,0,0,0,0,0,0,0
