일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
2022-12-12,KAU22,"15,000",-200,-1.32,"15,200","15,500","14,900","68,759","1,032,992,600","15,023"
2022-12-09,KAU22,"15,200",250,1.67,"16,050","16,050","14,900","44,960","674,389,500","15,000"
2022-12-08,KAU22,"14,950",-350,-2.29,"15,000","15,450","14,900","38,450","576,946,500","15,005"
2022-12-07,KAU22,"15,300",-200,-1.29,"15,000","15,850","15,000","30,923","469,188,000","15,173"
2022-12-06,KAU22,"15,500",-200,-1.27,"15,600","15,700","15,400","38,831","602,455,500","15,515"
2022-12-05,KAU22,"15,700",-250,-1.57,"15,950","15,950","15,700","34,210","539,280,000","15,764"
2022-12-02,KAU22,"15,950",-50,-0.31,"16,000","16,000","15,500","35,322","562,231,900","15,917"
2022-12-01,KAU22,"16,000",-50,-0.31,"16,000","16,000","16,000","2,710","43,360,000","16,000"
2022-11-30,KAU22,"16,050",-150,-0.93,"17,400","17,400","15,800","44,931","727,042,900","16,181"
2022-11-29,KAU22,"16,200",-300,-1.82,"16,500","16,500","16,200","28,252","458,048,000","16,213"
2022-11-28,KAU22,"16,500",-100,-0.6,"16,600","16,600","15,600","36,861","606,289,100","16,448"
2022-11-25,KAU22,"16,600",750,4.73,"16,900","16,900","16,500","23,449","389,469,850","16,609"
2022-11-24,KAU22,"15,850",-1150,-6.76,"17,000","17,000","15,300","58,668","954,504,200","16,270"
2022-11-23,KAU22,"17,000",100,0.59,"17,000","17,300","16,900","40,488","688,931,000","17,016"
2022-11-22,KAU22,"16,900",-900,-5.06,"17,000","17,400","16,500","55,824","946,837,000","16,961"
2022-11-21,KAU22,"17,800",-500,-2.73,"17,600","17,950","17,300","19,600","346,410,000","17,674"
2022-11-18,KAU22,"18,300",-350,-1.88,"18,550","18,550","18,050","4,861","89,362,800","18,384"
2022-11-17,KAU22,"18,650",-350,-1.84,"18,900","18,900","18,650","25,600","479,800,000","18,742"
2022-11-16,KAU22,"19,000",-150,-0.78,"19,100","19,100","18,900","30,810","584,536,000","18,972"
2022-11-15,KAU22,"19,150",-150,-0.78,"19,250","19,250","19,100","62,000","1,187,010,000","19,145"
2022-11-14,KAU22,"19,300",150,0.78,"19,300","19,450","19,200","73,005","1,410,715,250","19,324"
2022-11-11,KAU22,"19,150",-250,-1.29,"19,300","19,300","18,300","23,601","451,049,200","19,111"
2022-11-10,KAU22,"19,400",-100,-0.51,"19,500","19,500","18,750","56,141","1,087,448,900","19,370"
2022-11-09,KAU22,"19,500",0,0,"19,950","19,950","19,400","16,102","315,809,100","19,613"
2022-11-08,KAU22,"19,500",-500,-2.5,"20,000","20,250","19,500","38,603","759,474,650","19,674"
2022-11-07,KAU22,"20,000",0,0,"20,900","20,900","19,350","20,551","406,375,900","19,774"
2022-11-04,KAU22,"20,000",-800,-3.85,"20,800","20,800","20,000","34,140","689,264,500","20,189"
2022-11-03,KAU22,"20,800",-300,-1.42,"21,000","21,050","20,800","21,970","458,524,500","20,870"
2022-11-02,KAU22,"21,100",-200,-0.94,"21,200","21,250","21,100","20,280","429,076,000","21,158"
2022-11-01,KAU22,"21,300",200,0.95,"21,450","21,450","21,300","4,950","105,910,500","21,396"
2022-10-31,KAU22,"21,100",-350,-1.63,"21,800","21,800","19,450","17,650","365,209,250","20,692"
2022-10-28,KAU22,"21,450",200,0.94,"22,850","22,900","21,200","14,020","300,694,500","21,448"
2022-10-27,KAU22,"21,250",-100,-0.47,"21,000","21,400","21,000","5,530","117,199,500","21,193"
2022-10-26,KAU22,"21,350",50,0.23,"21,000","21,500","20,850","24,810","521,503,500","21,020"
2022-10-25,KAU22,"21,300",-650,-2.96,"21,500","21,500","21,100","7,600","162,045,000","21,322"
2022-10-24,KAU22,"21,950",1000,4.77,"22,000","22,000","21,950","4,000","87,950,500","21,988"
2022-10-21,KAU22,"20,950",-1550,-6.89,"21,000","21,350","20,550","14,501","301,590,950","20,798"
2022-10-20,KAU22,"22,500",700,3.21,"22,500","22,500","22,500","3,420","76,950,000","22,500"
2022-10-19,KAU22,"21,800",-1000,-4.39,"22,400","22,400","20,800","15,800","340,490,000","21,550"
2022-10-18,KAU22,"22,800",-500,-2.15,"23,150","23,200","22,800","16,340","374,196,000","22,901"
2022-10-17,KAU22,"23,300",-400,-1.69,"23,500","23,500","23,150","21,470","500,564,000","23,315"
2022-10-14,KAU22,"23,700",400,1.72,"23,500","23,700","23,500","18,610","438,287,000","23,551"
2022-10-13,KAU22,"23,300",300,1.3,"20,800","23,300","20,800","15,260","331,239,000","21,706"
2022-10-12,KAU22,"23,000",-1700,-6.88,"24,100","24,100","23,000","10,260","241,554,000","23,543"
2022-10-11,KAU22,"24,700",-500,-1.98,"24,900","25,000","24,700","7,600","188,635,000","24,820"
2022-10-07,KAU22,"25,200",0,0,"25,100","25,200","24,900","4,100","102,820,000","25,078"
2022-10-06,KAU22,"25,200",-200,-0.79,"25,200","25,400","25,150","5,300","133,470,000","25,183"
2022-10-05,KAU22,"25,400",-300,-1.17,"25,400","25,400","25,200","4,500","114,200,000","25,378"
2022-10-04,KAU22,"25,700",-1800,-6.55,"26,500","26,500","25,300","8,710","226,077,000","25,956"
2022-09-30,KAU22,"27,500",2500,10,"25,000","27,500","22,600","48,311","1,211,310,900","25,073"
2022-09-29,KAU22,"25,000",0,0,"25,450","25,500","24,500","17,670","445,526,500","25,214"
2022-09-28,KAU22,"25,000",900,3.73,"24,100","25,200","24,100","15,201","377,685,050","24,846"
2022-09-27,KAU22,"24,100",1100,4.78,"24,000","24,150","24,000","20,094","484,270,400","24,100"
2022-09-26,KAU22,"23,000",750,3.37,"22,250","23,000","22,250","23,900","545,017,500","22,804"
2022-09-23,KAU22,"22,250",-150,-0.67,"21,900","22,250","21,900","20,000","440,660,000","22,033"
2022-09-22,KAU22,"22,400",-800,-3.45,"22,600","22,600","22,400","19,600","439,680,500","22,433"
2022-09-21,KAU22,"23,200",-800,-3.33,"23,500","23,500","22,800","16,301","375,209,900","23,018"
2022-09-20,KAU22,"24,000",-1450,-5.7,"25,000","25,000","23,600","21,640","519,910,000","24,025"
2022-09-19,KAU22,"25,450",-1450,-5.39,"26,950","26,950","24,750","34,600","893,023,000","25,810"
2022-09-16,KAU22,"26,900",-100,-0.37,"26,900","26,900","26,900","3,001","80,726,900","26,900"
2022-09-15,KAU22,"27,000",-50,-0.18,"27,000","27,000","26,950","6,731","181,564,000","26,974"
2022-09-14,KAU22,"27,050",-50,-0.18,"27,150","27,150","26,950","40,760","1,100,175,000","26,992"
2022-09-13,KAU22,"27,100",0,0,"27,100","27,100","26,950","91,560","2,471,880,000","26,997"
2022-09-08,KAU22,"27,100",0,0,"27,100","27,100","26,950","40,520","1,093,985,000","26,999"
2022-09-07,KAU22,"27,100",0,0,"27,000","27,250","26,950","21,920","593,050,000","27,055"
2022-09-06,KAU22,"27,100",100,0.37,"27,450","27,450","27,000","68,220","1,846,280,000","27,064"
2022-09-05,KAU22,"27,000",-500,-1.82,"27,250","27,400","27,000","37,515","1,022,056,000","27,244"
2022-09-02,KAU22,"27,500",-100,-0.36,"27,450","27,500","27,300","23,963","656,339,900","27,390"
2022-09-01,KAU22,"27,600",-150,-0.54,"27,300","27,600","27,000","14,700","400,875,000","27,270"
2022-08-31,KAU22,"27,750",100,0.36,"27,400","27,750","27,000","11,090","303,961,000","27,409"
2022-08-30,KAU22,"27,650",350,1.28,"27,200","27,650","27,100","12,600","345,235,000","27,400"
2022-08-29,KAU22,"27,300",0,0,"29,000","29,000","27,100","92,249","2,504,207,900","27,146"
2022-08-26,KAU22,"27,300",200,0.74,"27,300","27,300","27,200","12,200","332,660,000","27,267"
2022-08-25,KAU22,"27,100",0,0,"27,200","27,200","27,100","22,000","597,000,000","27,136"
2022-08-24,KAU22,"27,100",0,0,"27,100","27,100","27,000","118,200","3,202,720,000","27,096"
2022-08-23,KAU22,"27,100",-600,-2.17,"27,400","27,400","26,950","72,600","1,962,450,000","27,031"
2022-08-22,KAU22,"27,700",0,0,"27,700","27,750","27,700","15,532","430,311,400","27,705"
2022-08-19,KAU22,"27,700",300,1.09,"27,000","27,700","27,000","9,905","272,667,800","27,528"
2022-08-18,KAU22,"27,400",0,0,"27,400","27,400","27,400","9,400","257,560,000","27,400"
2022-08-17,KAU22,"27,400",100,0.37,"27,000","27,450","27,000","26,197","717,022,650","27,370"
2022-08-16,KAU22,"27,300",100,0.37,"27,200","27,300","27,000","34,440","932,894,000","27,088"
2022-08-12,KAU22,"27,200",200,0.74,"27,000","27,200","27,000","80,700","2,179,620,000","27,009"
2022-08-11,KAU22,"27,000",-900,-3.23,"27,500","27,500","26,850","174,249","4,705,093,000","27,002"
2022-08-10,KAU22,"27,900",-50,-0.18,"27,900","27,900","27,600","4,001","111,327,900","27,825"
2022-08-09,KAU22,"27,950",-50,-0.18,0,0,0,0,0,0
2022-08-08,KAU22,"28,000",0,0,"28,000","28,000","28,000","2,991","83,748,000","28,000"
2022-08-05,KAU22,"28,000",-200,-0.71,"28,000","28,000","28,000","3,000","84,000,000","28,000"
2022-08-04,KAU22,"28,200",-800,-2.76,"28,200","28,200","28,200",10,"282,000","28,200"
2022-08-03,KAU22,"29,000",1500,5.45,"27,200","29,000","27,200","3,748","107,062,700","28,565"
2022-08-02,KAU22,"27,500",-1500,-5.17,"27,500","27,500","27,500",10,"275,000","27,500"
2022-08-01,KAU22,"29,000",0,0,0,0,0,0,0,0
2022-07-29,KAU22,"29,000",100,0.35,0,0,0,0,0,0
2022-07-28,KAU22,"28,900",1400,5.09,"27,500","28,900","27,500","8,000","224,800,000","28,100"
2022-07-27,KAU22,"27,500",500,1.85,"27,000","27,500","27,000","102,000","2,654,500,000","26,025"
2022-07-26,KAU22,"27,000",1000,3.85,"26,900","27,000","26,900","7,000","188,750,000","26,964"
2022-07-25,KAU22,"26,000",0,0,"26,000","26,000","26,000","1,000","26,000,000","26,000"
2022-07-22,KAU22,"26,000",0,0,"26,000","26,000","26,000","4,520","117,520,000","26,000"
2022-07-21,KAU22,"26,000",0,0,"26,000","26,000","26,000","8,965","233,090,000","26,000"
2022-07-20,KAU22,"26,000",1000,4,"25,950","26,000","25,950","1,100","28,550,000","25,955"
2022-07-19,KAU22,"25,000",-1000,-3.85,"25,000","25,000","25,000","10,763","269,075,000","25,000"
2022-07-18,KAU22,"26,000",0,0,0,0,0,0,0,0
2022-07-15,KAU22,"26,000",0,0,"25,000","26,000","25,000","13,345","333,670,000","25,003"
2022-07-14,KAU22,"26,000",0,0,"25,000","26,000","25,000","28,855","731,530,000","25,352"
2022-07-13,KAU22,"26,000",1000,4,"25,000","26,000","25,000","5,200","130,100,000","25,019"
2022-07-12,KAU22,"25,000",0,0,"25,000","25,000","25,000","2,000","50,000,000","25,000"
2022-07-11,KAU22,"25,000",0,0,0,0,0,0,0,0
2022-07-08,KAU22,"25,000",0,0,"25,000","25,000","25,000",234,"5,850,000","25,000"
2022-07-07,KAU22,"25,000",2250,9.89,"23,450","25,000","23,450","11,100","269,443,800","24,274"
2022-07-06,KAU22,"22,750",1750,8.33,"22,000","22,750","22,000","10,000","224,000,000","22,400"
2022-07-05,KAU22,"21,000",0,0,0,0,0,0,0,0
2022-07-04,KAU22,"21,000",450,2.19,0,0,0,0,0,0
2022-07-01,KAU22,"20,550",0,0,0,0,0,0,0,0
2022-06-30,KAU22,"20,550",0,0,0,0,0,0,0,0
2022-06-29,KAU22,"17,050",0,0,0,0,0,0,0,0
2022-06-28,KAU22,"17,050",0,0,0,0,0,0,0,0
2022-06-27,KAU22,"17,050",0,0,0,0,0,0,0,0
2022-06-24,KAU22,"17,050",0,0,0,0,0,0,0,0
2022-06-23,KAU22,"19,500",0,0,0,0,0,0,0,0
2022-06-22,KAU22,"19,500",0,0,0,0,0,0,0,0
2022-06-21,KAU22,"19,500",1500,8.33,0,0,0,0,0,0
2022-06-20,KAU22,"18,000",950,5.57,0,0,0,0,0,0
2022-06-17,KAU22,"17,050",1050,6.56,0,0,0,0,0,0
2022-06-16,KAU22,"16,000",1150,7.74,0,0,0,0,0,0
2022-06-15,KAU22,"13,250",1200,9.96,0,0,0,0,0,0
2022-06-14,KAU22,"12,050",-1300,-9.74,"12,050","12,050","12,050",380,"4,579,000","12,050"
2022-06-13,KAU22,"14,800",0,0,0,0,0,0,0,0
2022-06-10,KAU22,"16,400",0,0,0,0,0,0,0,0
2022-06-09,KAU22,"18,200",0,0,0,0,0,0,0,0
2022-06-08,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-06-07,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-06-03,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-06-02,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-31,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-30,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-27,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-26,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-25,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-24,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-23,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-20,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-19,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-18,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-17,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-16,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-13,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-12,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-11,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-10,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-09,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-06,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-04,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-03,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-05-02,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-04-29,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-04-28,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-04-27,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-04-26,KAU22,"21,800",0,0,0,0,0,0,0,0
2022-04-25,KAU22,"21,800",800,3.81,0,0,0,0,0,0
2022-04-22,KAU22,"21,000",400,1.94,0,0,0,0,0,0
2022-04-21,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-20,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-19,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-18,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-15,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-14,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-13,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-12,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-11,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-08,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-07,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-06,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-05,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-04,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-04-01,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-31,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-30,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-29,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-28,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-25,KAU22,"22,700",0,0,0,0,0,0,0,0
2022-03-24,KAU22,"19,250",0,0,0,0,0,0,0,0
2022-03-23,KAU22,"19,250",0,0,0,0,0,0,0,0
2022-03-22,KAU22,"19,250",0,0,0,0,0,0,0,0
2022-03-21,KAU22,"21,350",0,0,0,0,0,0,0,0
2022-03-18,KAU22,"23,700",0,0,0,0,0,0,0,0
2022-03-17,KAU22,"27,000",0,0,0,0,0,0,0,0
2022-03-16,KAU22,"27,000",200,0.75,0,0,0,0,0,0
2022-03-15,KAU22,"26,800",0,0,0,0,0,0,0,0
2022-03-14,KAU22,"26,800",0,0,0,0,0,0,0,0
2022-03-11,KAU22,"26,800",0,0,0,0,0,0,0,0
2022-03-10,KAU22,"30,000",300,1.01,0,0,0,0,0,0
2022-03-08,KAU22,"29,700",0,0,0,0,0,0,0,0
2022-03-07,KAU22,"29,700",0,0,0,0,0,0,0,0
2022-03-04,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-03-03,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-03-02,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-28,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-25,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-24,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-23,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-22,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-21,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-18,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-17,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-16,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-15,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-14,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-11,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-10,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-09,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-08,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-07,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-04,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-02-03,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-28,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-27,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-26,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-25,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-24,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-21,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-20,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-19,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-18,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-17,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-14,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-13,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-12,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-11,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-10,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-07,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-06,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-05,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-04,KAU22,"32,700",0,0,0,0,0,0,0,0
2022-01-03,KAU22,"32,700",0,0,0,0,0,0,0,0
